,artist,song,num_weeks,index_y,acousticness,danceability,duration_ms,energy,genre,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence,0
325,kodak black,everything 1k,1,2,0.153,0.517,186593,0.61,"['pop', 'rap', 'southern hip hop', 'trap music']",0,1,0.416,-6.373,1,80,0.372,135.498,4,0.163,
327,kodak black,patty cake,3,0,0.0252,0.806,198110,0.77,"['pop', 'rap', 'southern hip hop', 'trap music']",0,1,0.0645,-6.464,0,80,0.19,152.094,4,0.406,
688,kodak black,conscience (feat. future),1,1,0.047,0.666,219754,0.693,"['pop', 'rap', 'southern hip hop', 'trap music']",0,1,0.115,-3.638,1,80,0.199,159.972,4,0.132,
330,kris wu,like that,1,0,0.775,0.823,228662,0.447,['chinese hip hop'],1.48E-05,1,0.0931,-10.562,0,57,0.126,110.059,4,0.413,
332,kygo,first time,1,2,0.197,0.633,193511,0.592,"['edm', 'pop', 'tropical house']",0,0,0.099,-7.245,0,84,0.112,90.066,4,0.679,
331,kygo,born to be yours,2,1,0.3,0.688,193321,0.688,"['edm', 'pop', 'tropical house']",0,3,0.0982,-5.84,1,84,0.0357,114.011,4,0.451,
673,kyle,ispy (feat. lil yachty),25,3,0.378,0.746,253107,0.653,"['hip hop', 'pop', 'pop rap', 'rap']",0,7,0.229,-6.745,1,76,0.289,75.016,4,0.672,
334,lady antebellum,you look good,20,1,0.0338,0.653,181000,0.911,"['contemporary country', 'country', 'country dawn', 'country road', 'neo mellow', 'pop rock']",0.000659,0,0.081,-4.635,1,66,0.0439,152.043,4,0.942,
336,lady gaga,million reasons,9,3,0.437,0.665,205280,0.424,"['dance pop', 'pop', 'post-teen pop']",0,0,0.107,-7.838,1,77,0.0444,129.911,4,0.134,
337,lady gaga,the cure,14,0,0.0808,0.695,211364,0.497,"['dance pop', 'pop', 'post-teen pop']",0,8,0.0852,-4.884,1,77,0.0362,99.972,4,0.537,
335,lady gaga,bad romance,1,2,0.00305,0.697,294573,0.921,"['dance pop', 'pop', 'post-teen pop']",3.65E-05,0,0.0831,-3.75,1,77,0.0391,118.99,4,0.721,
338,lana del rey,love,2,1,0.451,0.32,272743,0.376,['pop'],0.00198,10,0.11,-10.885,1,78,0.033,98.132,4,0.225,
691,lana del rey,lust for life (with the weeknd),1,2,0.588,0.506,264066,0.668,['pop'],0.002,0,0.364,-8.654,0,78,0.0582,99.982,4,0.285,
333,lanco,greatest love story,20,0,0.401,0.671,222573,0.617,['contemporary country'],0,10,0.119,-8.72,1,64,0.0561,147.986,4,0.62,
339,lauren alaina,road less traveled,11,3,0.0596,0.615,216267,0.88,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",0,0,0.247,-4.69,1,64,0.0348,112.996,4,0.307,
692,lauren duski,the dance - the voice performance,1,2,0.182,0.292,210732,0.462,[],0,2,0.132,-5.522,1,34,0.0299,131.908,4,0.177,
693,lauren duski,deja vu - the voice performance,1,0,0.717,0.384,187824,0.355,[],0,2,0.0907,-6.329,1,34,0.0353,146.509,4,0.265,
694,lauren duski,ghost in this house - the voice performance,1,1,0.305,0.379,212758,0.497,[],0,8,0.123,-4.916,1,34,0.0287,167.743,4,0.31,
340,lauv,i like me better,21,3,0.535,0.752,197437,0.505,"['electropop', 'pop']",2.55E-06,9,0.104,-7.621,1,79,0.253,91.97,4,0.419,
341,lee brice,boy,1,0,0.644,0.498,198973,0.408,"['contemporary country', 'country', 'country road', 'modern country rock']",0,6,0.0993,-7.946,1,66,0.0331,78.942,4,0.383,
343,liam payne,strip that down,28,3,0.221,0.87,204502,0.488,"['dance pop', 'pop', 'post-teen pop', 'tropical house']",0,6,0.0767,-5.586,1,76,0.0537,106.008,4,0.519,
342,liam payne,bedroom floor,1,1,0.322,0.597,188346,0.68,"['dance pop', 'pop', 'post-teen pop', 'tropical house']",0.000143,1,0.111,-7.104,1,76,0.0769,119.946,4,0.195,
345,lil baby,southside,1,2,0.00271,0.811,173437,0.646,"['pop', 'rap', 'southern hip hop', 'trap music']",0,8,0.191,-4.902,0,80,0.257,77.555,4,0.386,
346,lil baby,yes indeed,8,3,0.035,0.964,142273,0.346,"['pop', 'rap', 'southern hip hop', 'trap music']",0,5,0.108,-9.309,0,80,0.53,119.958,4,0.562,
344,lil baby,life goes on,6,0,0.0021,0.716,247055,0.541,"['pop', 'rap', 'southern hip hop', 'trap music']",0,1,0.115,-7.909,1,80,0.149,139.978,4,0.387,
695,lil dicky,freaky friday (feat. chris brown),16,0,0.147,0.755,216632,0.599,"['hip hop', 'pop', 'pop rap', 'rap']",0,8,0.109,-5.042,1,75,0.224,133.123,4,0.755,
347,lil peep,awful things,1,1,0.0157,0.368,214427,0.796,"['emo rap', 'underground hip hop']",0,1,0.0694,-4.923,0,76,0.0823,170.033,4,0.181,
348,lil pump,esskeetit,12,2,0.022,0.932,181714,0.506,[],0,11,0.0933,-7.755,1,80,0.161,139.974,4,0.696,
349,lil pump,gucci gang,23,3,0.239,0.936,124056,0.523,[],0,5,0.117,-6.71,1,80,0.0597,119.889,4,0.699,
696,lil skies,nowadays (feat. landon cube),13,2,0.157,0.745,203908,0.646,['trap music'],0,6,0.338,-6.987,0,80,0.17,79.993,4,0.46,
697,lil skies,i know you (feat. yung pinch),3,0,0.194,0.773,211200,0.602,['trap music'],0.000443,10,0.141,-6.384,1,80,0.108,74.896,4,0.442,
698,lil skies,red roses (feat. landon cube),20,3,0.547,0.691,262544,0.683,['trap music'],0,0,0.221,-7.335,1,80,0.0954,140.002,4,0.456,
350,lil skies,lust,4,1,0.138,0.718,156000,0.767,['trap music'],0,9,0.114,-5.641,1,80,0.166,160.084,4,0.519,
355,lil uzi vert,sauce it up,15,1,0.0715,0.813,207039,0.528,"['pop', 'rap', 'trap music']",0,6,0.125,-6.305,0,85,0.313,79.532,4,0.131,
357,lil uzi vert,xo tour llif3,34,2,0.00264,0.732,182707,0.75,"['pop', 'rap', 'trap music']",0,11,0.109,-6.366,0,85,0.231,155.096,4,0.401,
356,lil uzi vert,x,2,1,0.0043,0.623,173798,0.58,"['pop', 'rap', 'trap music']",0,8,0.394,-7.076,1,85,0.332,163.159,4,0.301,
354,lil uzi vert,no sleep leak,1,0,0.0112,0.788,189230,0.689,"['pop', 'rap', 'trap music']",0,8,0.22,-7.211,1,85,0.13,136.045,4,0.681,
353,lil uzi vert,for real,1,2,0.159,0.902,177048,0.673,"['pop', 'rap', 'trap music']",0,4,0.289,-7.481,1,85,0.458,132.066,4,0.615,
351,lil uzi vert,444+222,3,0,0.0235,0.791,247347,0.513,"['pop', 'rap', 'trap music']",2.83E-05,10,0.101,-6.568,0,85,0.269,76.997,4,0.481,
352,lil uzi vert,dark queen,2,1,0.222,0.747,173419,0.606,"['pop', 'rap', 'trap music']",0,4,0.281,-5.286,1,85,0.172,155.055,4,0.2,
702,lil uzi vert,neon guts (feat. pharrell williams),2,3,0.0541,0.859,258789,0.563,"['pop', 'rap', 'trap music']",0,1,0.0685,-6.635,0,85,0.112,119.934,4,0.412,
701,lil uzi vert,unfazed (feat. the weeknd),1,0,0.0459,0.778,190355,0.707,"['pop', 'rap', 'trap music']",0,4,0.111,-3.606,0,85,0.0746,126.684,4,0.458,
700,lil uzi vert,two®,1,3,0.424,0.266,185276,0.642,"['pop', 'rap', 'trap music']",0,7,0.0943,-5.133,1,85,0.0694,75.022,4,0.0371,
699,lil uzi vert,the way life goes (feat. oh wonder),22,2,0.617,0.703,221747,0.757,"['pop', 'rap', 'trap music']",0,1,0.106,-3.612,1,85,0.05,82.008,4,0.696,
358,lil xan,betrayed,19,3,0.416,0.823,187453,0.419,['underground hip hop'],0,10,0.105,-10.358,0,75,0.165,119.958,4,0.277,
359,lil yachty,66,1,0,0.0455,0.667,153475,0.723,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.000179,5,0.213,-4.31,0,82,0.27,148.057,4,0.251,
362,lil yachty,peek a boo,4,3,0.0681,0.953,247613,0.591,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,1,0.0842,-7.176,1,82,0.31,127.039,4,0.263,
361,lil yachty,nbayoungboat,4,2,0.0515,0.769,139845,0.807,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,11,0.111,-2.966,1,82,0.306,82.422,4,0.364,
360,lil yachty,boom!,1,1,0.191,0.844,229525,0.699,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,1,0.194,-5.794,1,82,0.335,132.955,4,0.753,
703,lin-manuel miranda,almost like praying (feat. artists for puerto rico),1,0,0.0198,0.471,200457,0.791,['show tunes'],0,5,0.232,-3.373,0,72,0.238,188.36,4,0.507,
704,linkin park,heavy (feat. kiiara),19,2,0.0484,0.59,169801,0.671,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",0,9,0.0604,-6.098,1,81,0.0706,149.982,4,0.438,
363,linkin park,in the end,1,3,0.0103,0.542,216933,0.853,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",0,3,0.108,-6.407,0,81,0.0498,105.256,4,0.37,
364,linkin park,numb,1,0,0.0046,0.496,185587,0.863,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",0,9,0.639,-4.153,1,81,0.0381,110.018,4,0.243,
365,little big town,better man,7,1,0.126,0.524,260933,0.76,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",1.10E-05,5,0.239,-4.214,1,64,0.0361,143.991,4,0.437,
369,logic,boomtrap protocol,1,1,0.0637,0.746,221360,0.531,"['hip hop', 'pop rap', 'rap']",2.66E-06,10,0.118,-5.607,0,83,0.0379,77.047,4,0.321,
368,logic,black spiderman,1,0,0.132,0.617,331267,0.869,"['hip hop', 'pop rap', 'rap']",7.38E-05,1,0.441,-5.293,1,83,0.101,139.994,4,0.331,
367,logic,44 more,5,3,0.0635,0.829,188600,0.589,"['hip hop', 'pop rap', 'rap']",0,1,0.113,-7.055,1,83,0.202,139.971,4,0.233,
374,logic,midnight,1,2,0.09,0.566,241427,0.586,"['hip hop', 'pop rap', 'rap']",0,9,0.0976,-7.444,0,83,0.131,95.032,4,0.273,
378,logic,yuck,1,2,0.194,0.631,173693,0.805,"['hip hop', 'pop rap', 'rap']",0,11,0.132,-5.401,0,83,0.369,155.864,4,0.674,
370,logic,contra,1,2,0.102,0.805,217147,0.824,"['hip hop', 'pop rap', 'rap']",0,1,0.198,-5.844,1,83,0.0534,126.012,4,0.649,
366,logic,1-800-273-8255,41,2,0.57,0.629,250173,0.572,"['hip hop', 'pop rap', 'rap']",0,5,0.192,-7.733,0,83,0.0387,100.015,4,0.386,
371,logic,everybody,2,3,0.162,0.888,162347,0.934,"['hip hop', 'pop rap', 'rap']",0,1,0.0679,-5.968,1,83,0.091,110.003,4,0.786,
373,logic,indica badu,1,1,0.0441,0.715,260320,0.723,"['hip hop', 'pop rap', 'rap']",0.000834,7,0.102,-3.263,1,83,0.191,77.02,4,0.97,
376,logic,warm it up,1,0,0.257,0.835,240093,0.641,"['hip hop', 'pop rap', 'rap']",0,10,0.0937,-6.37,0,83,0.143,95.98,4,0.412,
375,logic,overnight,1,3,0.00189,0.868,217560,0.752,"['hip hop', 'pop rap', 'rap']",1.69E-05,1,0.142,-6.786,1,83,0.0667,149.987,4,0.874,
372,logic,everyday,13,0,0.041,0.67,204747,0.752,"['hip hop', 'pop rap', 'rap']",0,1,0.0749,-4.146,1,83,0.0374,149.961,4,0.442,
377,logic,wassup,1,1,0.0822,0.795,219480,0.568,"['hip hop', 'pop rap', 'rap']",0,1,0.122,-7.05,1,83,0.05,139.997,4,0.285,
379,lord huron,the night we met,4,3,0.968,0.441,208227,0.379,"['folk-pop', 'indie folk', 'indie pop', 'new americana', 'stomp and holler']",0.262,2,0.639,-9.545,1,71,0.0449,174.118,3,0.105,
705,lorde,homemade dynamite - remix,1,1,0.259,0.563,214255,0.548,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop']",0,0,0.154,-5.126,0,75,0.145,106.705,4,0.171,
381,lorde,liability,1,2,0.915,0.608,171728,0.214,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop']",0,10,0.0962,-11.161,0,75,0.123,75.751,4,0.331,
380,lorde,green light,9,0,0.0166,0.598,234653,0.731,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop']",1.58E-05,9,0.0794,-7.776,1,75,0.106,128.851,4,0.229,
706,louis tomlinson,back to you (feat. bebe rexha & digital farm animals),10,0,0.207,0.683,190428,0.53,"['dance pop', 'pop', 'post-teen pop']",0,5,0.394,-4.918,0,68,0.142,75.016,4,0.645,
707,luis fonsi,échame la culpa,19,2,0.0328,0.726,173720,0.889,"['latin', 'latin pop']",0,0,0.0925,-3.655,1,79,0.0429,96.024,4,0.649,
708,luis fonsi,despacito - remix,49,1,0.222,0.63,228827,0.815,"['latin', 'latin pop']",0,2,0.091,-4.265,1,79,0.152,88.357,4,0.813,
384,luke bryan,most people are good,18,1,0.174,0.582,221801,0.728,"['contemporary country', 'country', 'country road']",0,8,0.139,-6.151,1,75,0.0292,150.013,4,0.537,
383,luke bryan,light it up,18,0,0.118,0.602,177306,0.929,"['contemporary country', 'country', 'country road']",0,6,0.103,-2.741,0,75,0.0839,130.024,4,0.677,
382,luke bryan,fast,12,3,0.225,0.548,206213,0.898,"['contemporary country', 'country', 'country road']",0,0,0.1,-2.561,0,75,0.0459,145.953,4,0.599,
385,luke bryan,"sunrise, sunburn, sunset",1,2,0.185,0.472,216093,0.884,"['contemporary country', 'country', 'country road']",0,9,0.178,-2.306,1,75,0.0584,159.96,4,0.718,
386,luke combs,beautiful crazy,4,3,0.676,0.552,193200,0.402,"['contemporary country', 'country road']",0,11,0.0928,-7.431,1,76,0.0262,103.313,4,0.382,
387,luke combs,hurricane,22,0,0.0153,0.464,222533,0.813,"['contemporary country', 'country road']",0,10,0.254,-6.185,1,76,0.0416,75.975,4,0.516,
390,luke combs,when it rains it pours,20,3,0.013,0.551,240760,0.801,"['contemporary country', 'country road']",6.03E-06,6,0.265,-5.069,1,76,0.0303,128.027,4,0.625,
389,luke combs,one number away,16,2,0.00585,0.544,221800,0.781,"['contemporary country', 'country road']",0,6,0.191,-6.16,0,76,0.0311,144.075,4,0.527,
388,luke combs,must've never met you,1,1,0.00951,0.455,198880,0.892,"['contemporary country', 'country road']",0,6,0.143,-3.218,1,76,0.0566,75.218,4,0.641,
710,machine gun kelly,"home (with machine gun kelly, x ambassadors & bebe rexha)",4,2,0.00413,0.653,202805,0.718,"['hip hop', 'pop rap', 'rap']",0,3,0.0537,-5.232,0,73,0.213,82.034,4,0.216,
709,machine gun kelly,at my best (feat. hailee steinfeld),8,1,0.00226,0.537,199973,0.77,"['hip hop', 'pop rap', 'rap']",0.00012,7,0.23,-6.638,0,73,0.242,169.948,4,0.227,
712,macklemore,good old days (feat. kesha),19,1,0.446,0.712,240507,0.51,['pop rap'],2.46E-05,8,0.112,-8.162,1,78,0.0633,122.964,4,0.268,
711,macklemore,glorious (feat. skylar grey),19,0,0.0323,0.731,220454,0.794,['pop rap'],2.59E-05,0,0.112,-5.126,0,78,0.0522,139.994,4,0.356,
393,major lazer,run up,1,3,0.105,0.803,203180,0.743,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'tropical house']",2.12E-06,1,0.099,-3.602,0,80,0.0681,108.005,4,0.674,
392,major lazer,know no better,3,2,0.132,0.738,225850,0.814,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'tropical house']",9.64E-06,7,0.126,-4.414,0,80,0.0999,119.041,4,0.483,
394,maluma,felices los 4,20,0,0.213,0.766,230000,0.756,['reggaeton'],0,5,0.349,-5.861,1,86,0.132,94.027,4,0.716,
396,maren morris,dear hate,1,2,0.804,0.526,220387,0.412,['contemporary country'],0,9,0.117,-9.292,1,76,0.0385,79.732,4,0.289,
397,maren morris,i could use a love song,20,0,0.214,0.638,196422,0.634,['contemporary country'],0,6,0.0866,-6.474,1,76,0.0468,92.097,4,0.473,
395,maren morris,80s mercedes,2,1,0.0665,0.485,211767,0.834,['contemporary country'],0,9,0.28,-5.413,1,76,0.0715,90.933,4,0.659,
713,mariah carey,i don't wanna cry,1,2,0.197,0.641,288827,0.504,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",9.01E-05,7,0.288,-12.486,1,72,0.031,130.786,4,0.276,
398,mariah carey,all i want for christmas is you,4,1,0.164,0.335,241107,0.625,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",0,7,0.0708,-7.462,1,72,0.0386,150.277,4,0.346,
399,marian hill,down,15,3,0.644,0.597,197773,0.357,['electropop'],0.00393,3,0.125,-14.718,1,62,0.259,84.864,4,0.059,
400,maroon 5,wait,24,3,0.0959,0.655,190643,0.603,['pop'],0,8,0.107,-5.014,1,87,0.0555,126.088,4,0.452,
717,maroon 5,cold (feat. future),20,0,0.14,0.693,234308,0.717,['pop'],0,9,0.0464,-6.346,0,87,0.107,99.836,4,0.412,
716,maroon 5,girls like you (feat. cardi b),6,2,0.568,0.851,235545,0.541,['pop'],0,0,0.13,-6.825,1,87,0.0505,124.959,4,0.448,
715,maroon 5,don't wanna know (feat. kendrick lamar),11,1,0.343,0.783,214265,0.61,['pop'],0,7,0.0983,-6.124,1,87,0.0696,100.047,4,0.418,
714,maroon 5,what lovers do (feat. sza),21,0,0.0788,0.799,199849,0.597,['pop'],5.66E-06,5,0.1,-5.131,0,87,0.0611,110.001,4,0.419,
402,marshmello,friends,21,2,0.205,0.626,202621,0.88,"['brostep', 'edm', 'pop', 'progressive electro house']",0,9,0.128,-2.384,0,84,0.0504,95.079,4,0.534,
401,marshmello,alone,1,1,0.0244,0.636,273803,0.953,"['brostep', 'edm', 'pop', 'progressive electro house']",0.0164,2,0.108,-3.74,1,84,0.0353,142.011,4,0.397,
403,marshmello,silence,22,3,0.256,0.52,180823,0.761,"['brostep', 'edm', 'pop', 'progressive electro house']",4.96E-06,4,0.17,-3.093,1,84,0.0853,141.971,4,0.286,
404,martin garrix,scared to be lonely,14,1,0.0895,0.584,220883,0.54,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",0,1,0.261,-7.786,0,83,0.0576,137.972,4,0.195,
718,martin garrix,ocean (feat. khalid),1,0,0.584,0.506,216420,0.693,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",9.58E-05,0,0.0891,-7.265,0,83,0.0412,139.912,4,0.221,
405,mason ramsey,famous,2,2,0.708,0.534,192520,0.815,[],0,5,0.111,-2.815,1,60,0.0278,159.848,4,0.564,
391,max,lights down low,27,0,0.0632,0.623,223847,0.493,"['pop', 'post-teen pop', 'viral pop']",0,5,0.104,-7.727,0,71,0.0338,81.019,4,0.594,
719,meek mill,whatever you need (feat. chris brown & ty dolla $ign),13,1,0.0254,0.519,205373,0.57,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,1,0.0821,-7.366,1,77,0.202,164.155,4,0.317,
721,meek mill,fuck that check up (feat. lil uzi vert),1,1,0.00227,0.861,257867,0.715,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,11,0.144,-4.393,0,77,0.301,148.971,4,0.535,
406,meek mill,1942 flows,1,0,0.0515,0.63,282667,0.628,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,2,0.091,-4.016,1,77,0.327,121.307,5,0.266,
407,meek mill,heavy heart,1,2,0.239,0.472,250467,0.695,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,10,0.0942,-5.008,0,77,0.443,73.031,3,0.351,
408,meek mill,issues,1,3,0.167,0.784,211685,0.608,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,7,0.0871,-5.885,1,77,0.245,90.713,4,0.382,
409,meek mill,wins & losses,1,2,0.0948,0.683,189057,0.854,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,2,0.267,-3.915,1,77,0.196,92.006,4,0.131,
720,meek mill,we ball (feat. young thug),1,0,0.141,0.624,227957,0.728,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,0,0.106,-6.39,1,77,0.465,152.088,4,0.599,
410,meghan trainor,no excuses,12,3,0.0224,0.827,152862,0.658,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",0,6,0.0417,-3.846,1,75,0.0517,115.016,4,0.523,
411,metro boomin,no complaints,5,0,0.0855,0.914,261733,0.507,"['rap', 'southern hip hop', 'trap music']",0.0254,2,0.0797,-10.784,1,78,0.164,123.956,4,0.199,
412,michael ray,think a little less,11,1,0.124,0.521,176987,0.805,"['contemporary country', 'lift kit', 'modern country rock']",0.000219,9,0.33,-4.481,1,59,0.0289,141.967,4,0.527,
413,midland,drinkin' problem,20,2,0.0538,0.628,220800,0.761,[],3.74E-06,9,0.312,-6.377,1,60,0.0277,102.019,4,0.64,
427,migos,white sand,1,2,0.0317,0.833,202835,0.58,"['pop', 'rap', 'trap music']",0,5,0.272,-7.57,0,85,0.0824,142.104,4,0.419,
426,migos,walk it talk it,22,1,0.0739,0.909,276147,0.628,"['pop', 'rap', 'trap music']",0,2,0.108,-5.456,1,85,0.201,145.905,4,0.406,
425,migos,t-shirt,23,0,0.242,0.865,242407,0.687,"['pop', 'rap', 'trap music']",0,10,0.158,-3.744,0,85,0.217,139.023,4,0.486,
424,migos,supastars,1,3,0.25,0.781,293138,0.676,"['pop', 'rap', 'trap music']",0,1,0.0783,-4.387,1,85,0.0596,75.944,4,0.328,
423,migos,stir fry,20,2,0.00299,0.815,190288,0.816,"['pop', 'rap', 'trap music']",0,2,0.159,-5.474,1,85,0.269,181.967,4,0.498,
422,migos,notice me,5,0,0.104,0.796,233880,0.338,"['pop', 'rap', 'trap music']",1.12E-06,5,0.165,-9.754,0,85,0.315,166,4,0.474,
421,migos,narcos,9,3,0.0146,0.936,255379,0.588,"['pop', 'rap', 'trap music']",0,7,0.139,-6.948,0,85,0.136,124.987,4,0.238,
420,migos,get right witcha,1,0,0.0646,0.95,257546,0.743,"['pop', 'rap', 'trap music']",1.19E-05,10,0.103,-5.861,0,85,0.238,136.98,4,0.62,
419,migos,gang gang,1,3,0.272,0.635,181319,0.601,"['pop', 'rap', 'trap music']",0,2,0.112,-9.837,1,85,0.144,180.046,4,0.515,
418,migos,emoji a chain,1,2,0.0348,0.891,315185,0.333,"['pop', 'rap', 'trap music']",0,1,0.126,-8.316,1,85,0.175,139.965,4,0.381,
417,migos,call casting,1,3,0.0962,0.852,232705,0.727,"['pop', 'rap', 'trap music']",0,1,0.154,-4.851,1,85,0.267,130.014,4,0.496,
416,migos,cc,1,2,0.23,0.85,259340,0.723,"['pop', 'rap', 'trap music']",0,9,0.0876,-6.622,0,85,0.205,134.011,4,0.817,
415,migos,bbo (bad bitches only),2,0,0.044,0.804,251859,0.774,"['pop', 'rap', 'trap music']",1.38E-06,4,0.217,-5.79,0,85,0.0638,161.955,4,0.493,
414,migos,auto pilot,1,3,0.0716,0.924,287992,0.716,"['pop', 'rap', 'trap music']",0,11,0.201,-5.801,1,85,0.165,129.987,4,0.254,
722,migos,higher we go - intro,1,1,0.0737,0.815,255849,0.551,"['pop', 'rap', 'trap music']",0,8,0.216,-4.048,1,85,0.0936,152.001,4,0.168,
723,migos,kelly price (feat. travis scott),2,2,0.53,0.745,363934,0.685,"['pop', 'rap', 'trap music']",0,4,0.176,-5.7,0,85,0.0313,121.977,4,0.437,
728,migos,motorsport,21,3,0.0338,0.896,303077,0.515,"['pop', 'rap', 'trap music']",0,2,0.317,-5.395,1,85,0.183,138.016,4,0.174,
725,migos,danger (with migos & marshmello),1,1,0.152,0.814,214587,0.743,"['pop', 'rap', 'trap music']",0,9,0.163,-2.968,1,85,0.159,107.996,4,0.367,
727,migos,bad and boujee (feat. lil uzi vert),25,1,0.061,0.927,343150,0.665,"['pop', 'rap', 'trap music']",0,11,0.123,-5.313,1,85,0.244,127.076,4,0.175,
726,migos,culture national anthem - outro,1,0,0.137,0.713,283114,0.545,"['pop', 'rap', 'trap music']",0,0,0.11,-6.903,1,85,0.0762,140.035,4,0.277,
724,migos,slippery (feat. gucci mane),21,1,0.307,0.92,304041,0.674,"['pop', 'rap', 'trap music']",0,1,0.104,-5.662,0,85,0.264,141.967,4,0.741,
428,miguel,sky walker,25,0,0.173,0.674,259333,0.506,"['dance pop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap']",0,6,0.0866,-10.532,1,80,0.0434,145.965,4,0.183,
430,miley cyrus,younger now,1,2,0.00129,0.548,248773,0.873,"['dance pop', 'pop', 'post-teen pop']",4.55E-05,4,0.138,-4.881,1,76,0.0618,121.918,4,0.328,
429,miley cyrus,malibu,15,1,0.0577,0.565,231906,0.782,"['dance pop', 'pop', 'post-teen pop']",4.16E-05,8,0.0757,-6.413,1,76,0.0506,140.004,4,0.4,
431,miranda lambert,tin man,1,3,0.861,0.425,259280,0.372,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",0.0148,0,0.0733,-10.92,1,67,0.03,79.456,4,0.292,
729,missy elliott,i'm better (feat. lamb),1,0,0.374,0.926,213120,0.354,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",0,10,0.49,-10.773,1,69,0.511,105.005,4,0.561,
432,morgan evans,kiss somebody,1,1,0.143,0.492,212445,0.681,['australian country'],0,6,0.199,-7.038,1,58,0.075,178.01,4,0.511,
730,morgan wallen,up down (feat. florida georgia line),15,2,0.0788,0.588,198120,0.885,"['contemporary country', 'country road', 'deep talent show']",0,6,0.175,-3.046,1,64,0.0346,129.933,4,0.786,
731,nav,champion (feat. travis scott),1,0,0.381,0.642,195053,0.782,"['canadian hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,5,0.108,-3.395,0,79,0.0477,162.005,4,0.396,
732,nav,wanted you (feat. lil uzi vert),7,1,0.168,0.793,228080,0.718,"['canadian hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,9,0.241,-4.966,0,79,0.0547,146.885,4,0.649,
434,nf,no name,1,3,0.218,0.726,183827,0.789,['hip hop'],0,2,0.237,-4.097,1,78,0.134,130.947,4,0.268,
433,nf,let you down,27,2,0.298,0.656,212120,0.721,['hip hop'],0,5,0.173,-5.665,0,78,0.122,148.066,4,0.468,
437,niall horan,too much to ask,11,1,0.381,0.509,223044,0.538,"['pop', 'post-teen pop']",0,0,0.13,-6.456,1,73,0.0397,153.711,4,0.178,
436,niall horan,this town,4,0,0.711,0.69,232600,0.407,"['pop', 'post-teen pop']",0,9,0.126,-7.739,1,73,0.0297,111.916,4,0.181,
435,niall horan,slow hands,31,1,0.0133,0.726,188174,0.429,"['pop', 'post-teen pop']",0,0,0.0574,-6.623,1,73,0.0519,85.899,4,0.871,
438,nicki minaj,barbie tingz,4,3,0.0849,0.917,191700,0.689,"['dance pop', 'hip pop', 'pop', 'pop rap']",0,6,0.603,-6.225,1,88,0.264,102.414,4,0.443,
734,nicki minaj,rich sex (feat. lil wayne),1,0,0.0515,0.876,192453,0.637,"['dance pop', 'hip pop', 'pop', 'pop rap']",0,9,0.0677,-5.157,1,88,0.259,146.958,4,0.553,
733,nicki minaj,no frauds,7,1,0.0766,0.873,272453,0.561,"['dance pop', 'hip pop', 'pop', 'pop rap']",2.93E-06,1,0.416,-7.013,1,88,0.272,139.064,4,0.417,
439,nicky jam,el amante,7,2,0.243,0.683,219507,0.691,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']",0,8,0.14,-5.535,1,87,0.0432,179.91,4,0.732,
