,level_0,index_x,artist,song,num_weeks,index_y,acousticness,danceability,duration_ms,energy,genre,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence,0
174,239.0,239.0,dustin lynch,seein' red,4.0,3,0.054000000000000006,0.6509999999999999,194893.0,0.8079999999999999,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,1.0,0.0482,-4.731,0.0,69.0,0.0435,100.993,4.0,0.858,
175,240.0,240.0,dustin lynch,small town boy,20.0,0,0.0251,0.5539999999999999,205733.0,0.743,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,9.0,0.359,-6.016,1.0,69.0,0.0287,72.997,4.0,0.6729999999999999,
176,242.0,242.0,dylan scott,my girl,20.0,2,0.0353,0.652,197640.0,0.7190000000000001,"['contemporary country', 'country road', 'modern country rock']",0.0,1.0,0.10800000000000001,-7.251,1.0,62.0,0.033,94.969,4.0,0.24,
177,243.0,243.0,easton corbin,a girl like you,1.0,3,0.0178,0.74,217840.0,0.777,"['contemporary country', 'country', 'country road', 'modern country rock']",1.27e-06,5.0,0.0665,-4.405,1.0,59.0,0.0329,104.98899999999999,4.0,0.8340000000000001,
187,253.0,253.0,ed sheeran,perfect,44.0,1,0.163,0.599,263400.0,0.44799999999999995,['pop'],0.0,8.0,0.106,-6.312,1.0,89.0,0.0232,95.05,3.0,0.168,
185,251.0,251.0,ed sheeran,how would you feel (paean),2.0,3,0.424,0.617,280533.0,0.439,['pop'],0.0,9.0,0.127,-5.63,1.0,89.0,0.0269,139.97899999999998,4.0,0.242,
184,250.0,250.0,ed sheeran,hearts don't break around here,1.0,2,0.7190000000000001,0.604,248413.0,0.366,['pop'],0.0,7.0,0.162,-7.881,1.0,89.0,0.0267,105.177,3.0,0.18100000000000002,
183,249.0,249.0,ed sheeran,happier,2.0,1,0.536,0.522,207520.0,0.385,['pop'],0.0,0.0,0.135,-7.355,1.0,89.0,0.0288,89.792,4.0,0.23600000000000002,
182,248.0,248.0,ed sheeran,galway girl,5.0,0,0.0735,0.624,170827.0,0.8759999999999999,['pop'],0.0,9.0,0.327,-3.3739999999999997,1.0,89.0,0.1,99.943,4.0,0.7809999999999999,
181,247.0,247.0,ed sheeran,eraser,1.0,3,0.086,0.64,227427.0,0.812,['pop'],0.0,8.0,0.0509,-5.647,0.0,89.0,0.0834,86.01299999999999,4.0,0.914,
180,246.0,246.0,ed sheeran,dive,2.0,2,0.355,0.7609999999999999,238440.0,0.386,['pop'],0.0,4.0,0.0953,-6.1579999999999995,1.0,89.0,0.0399,134.94299999999998,3.0,0.526,
179,245.0,245.0,ed sheeran,castle on the hill,30.0,1,0.0232,0.461,261154.0,0.8340000000000001,['pop'],1.1400000000000001e-05,2.0,0.14,-4.868,1.0,89.0,0.0989,135.007,4.0,0.47100000000000003,
178,244.0,244.0,ed sheeran,barcelona,1.0,0,0.44799999999999995,0.747,191147.0,0.76,['pop'],0.0,1.0,0.153,-4.294,1.0,89.0,0.187,99.975,4.0,0.682,
186,252.0,252.0,ed sheeran,new man,1.0,0,0.0559,0.78,189280.0,0.745,['pop'],0.0,7.0,0.0595,-3.97,1.0,89.0,0.145,94.02600000000001,4.0,0.862,
188,254.0,254.0,ed sheeran,shape of you,55.0,2,0.581,0.825,233713.0,0.652,['pop'],0.0,1.0,0.0931,-3.1830000000000003,0.0,89.0,0.0802,95.977,4.0,0.9309999999999999,
189,255.0,255.0,ed sheeran,supermarket flowers,1.0,3,0.914,0.589,221107.0,0.242,['pop'],0.0,6.0,0.0887,-10.517000000000001,1.0,89.0,0.0442,89.749,4.0,0.257,
190,256.0,256.0,ed sheeran,what do i know?,1.0,0,0.251,0.838,237333.0,0.49200000000000005,['pop'],0.0,1.0,0.262,-5.69,0.0,89.0,0.038,115.09200000000001,4.0,0.895,
644,,,el chombo,dame tu cosita (feat. cutty ranks),,1,0.0348,0.8909999999999999,152000.0,0.925,"['latin', 'latin hip hop', 'panamanian pop', 'reggaeton', 'tropical']",0.0,2.0,0.27699999999999997,-5.271,1.0,51.0,0.156,110.01700000000001,4.0,0.6920000000000001,
191,258.0,258.0,ella mai,boo'd up,14.0,2,0.095,0.48100000000000004,256064.0,0.79,"['dance pop', 'deep pop r&b', 'indie r&b', 'pop', 'r&b', 'urban contemporary']",0.0,10.0,0.0802,-5.189,0.0,74.0,0.0606,81.939,4.0,0.24,
192,259.0,259.0,eminem,believe,1.0,3,0.168,0.884,315347.0,0.483,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0.0,1.0,0.34299999999999997,-5.629,0.0,87.0,0.175,130.086,4.0,0.105,
646,,,eminem,river (feat. ed sheeran),,0,0.165,0.754,221013.0,0.743,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0.0,8.0,0.0746,-5.794,0.0,87.0,0.495,90.053,4.0,0.6609999999999999,
645,,,eminem,walk on water (feat. beyoncé),,2,0.802,0.56,303640.0,0.439,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0.0,9.0,0.664,-10.211,0.0,87.0,0.21100000000000002,90.76100000000001,4.0,0.626,
193,261.0,261.0,eminem,untouchable,1.0,1,0.0829,0.6409999999999999,370133.0,0.889,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0.0,7.0,0.133,-3.39,1.0,87.0,0.413,85.803,4.0,0.634,
194,264.0,264.0,enrique iglesias,subeme la radio,9.0,0,0.0744,0.684,208163.0,0.823,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'pop quebecois', 'tropical']",0.0,9.0,0.111,-3.2969999999999997,0.0,78.0,0.0773,91.04799999999999,4.0,0.647,
647,,,enrique iglesias,el baño,,3,0.132,0.7190000000000001,228139.0,0.8420000000000001,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'pop quebecois', 'tropical']",0.0,6.0,0.105,-3.562,0.0,78.0,0.0383,90.01700000000001,4.0,0.534,
196,266.0,266.0,eric church,round here buzz,18.0,2,0.0422,0.638,214627.0,0.441,"['contemporary country', 'country', 'country road', 'modern country rock']",1.3300000000000001e-05,2.0,0.107,-9.064,1.0,71.0,0.0347,76.078,4.0,0.473,
195,265.0,265.0,eric church,kill a word,8.0,1,0.0164,0.6509999999999999,199213.0,0.732,"['contemporary country', 'country', 'country road', 'modern country rock']",1.58e-06,2.0,0.0925,-8.037,1.0,71.0,0.0381,85.023,4.0,0.638,
648,,,famous dex,pick it up (feat. a$ap rocky),,0,0.0149,0.9209999999999999,191252.0,0.467,"['drill', 'pop', 'rap', 'trap music', 'underground hip hop']",0.00023799999999999998,1.0,0.33399999999999996,-8.443,1.0,75.0,0.11900000000000001,135.995,4.0,0.287,
197,267.0,267.0,famous dex,japan,15.0,3,0.121,0.733,142000.0,0.6779999999999999,"['drill', 'pop', 'rap', 'trap music', 'underground hip hop']",0.0,6.0,0.344,-7.771,1.0,75.0,0.43799999999999994,175.985,4.0,0.841,
649,,,farruko,krippy kush - remix,,1,0.0512,0.743,237160.0,0.6709999999999999,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']",0.0,9.0,0.11599999999999999,-5.2410000000000005,1.0,79.0,0.122,163.22899999999998,4.0,0.499,
198,270.0,270.0,fifth harmony,down,10.0,2,0.0162,0.53,165200.0,0.512,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",7.04e-05,8.0,0.128,-7.093999999999999,1.0,74.0,0.133,196.12099999999998,4.0,0.401,
199,271.0,271.0,fitz and the tantrums,handclap,2.0,3,0.00609,0.636,193253.0,0.836,"['indie pop', 'indie poptimism', 'indietronica', 'la indie', 'modern rock', 'pop quebecois']",0.000157,8.0,0.0828,-3.0039999999999996,1.0,63.0,0.0427,139.95600000000002,4.0,0.715,
200,273.0,273.0,florida georgia line,"god, your mama, and me",19.0,1,0.33299999999999996,0.439,183413.0,0.802,"['contemporary country', 'country road', 'modern country rock']",0.0,7.0,0.377,-3.6439999999999997,1.0,81.0,0.054000000000000006,168.032,4.0,0.725,
201,274.0,274.0,florida georgia line,simple,5.0,2,0.0848,0.375,185200.0,0.889,"['contemporary country', 'country road', 'modern country rock']",0.0,3.0,0.136,-3.7039999999999997,1.0,81.0,0.0991,199.669,4.0,0.8809999999999999,
202,275.0,275.0,florida georgia line,smooth,7.0,3,0.214,0.47100000000000003,170200.0,0.848,"['contemporary country', 'country road', 'modern country rock']",1.84e-05,6.0,0.6579999999999999,-5.355,1.0,81.0,0.0538,161.049,4.0,0.332,
203,276.0,276.0,foster the people,sit next to me,16.0,0,0.11699999999999999,0.638,243147.0,0.738,"['indie pop', 'indietronica', 'la indie', 'modern rock']",0.000384,6.0,0.6890000000000001,-4.976,0.0,73.0,0.0292,97.021,4.0,0.657,
204,277.0,277.0,frank ocean,chanel,1.0,1,0.8740000000000001,0.7759999999999999,210285.0,0.503,"['hip hop', 'indie r&b', 'neo soul', 'pop', 'rap']",0.0,0.0,0.11199999999999999,-5.732,0.0,79.0,0.237,110.134,4.0,0.473,
205,278.0,278.0,french montana,a lie,1.0,2,0.0235,0.516,226790.0,0.792,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,0.40399999999999997,-5.38,0.0,81.0,0.21600000000000003,121.189,5.0,0.524,
206,279.0,279.0,french montana,unforgettable,41.0,3,0.0293,0.726,233902.0,0.769,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0101,6.0,0.10400000000000001,-5.043,1.0,81.0,0.12300000000000001,97.985,4.0,0.733,
221,294.0,294.0,future,you da baddest,2.0,2,0.109,0.807,242933.0,0.736,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0072900000000000005,7.0,0.10400000000000001,-6.747999999999999,1.0,87.0,0.151,154.023,4.0,0.54,
207,280.0,280.0,future,4 da gang,1.0,0,0.0751,0.705,187749.0,0.474,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,2.0,0.22899999999999998,-7.534,1.0,87.0,0.355,146.244,4.0,0.179,
208,281.0,281.0,future,all da smoke,1.0,1,0.0265,0.893,204960.0,0.583,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1.3300000000000001e-05,0.0,0.149,-6.862,1.0,87.0,0.341,147.0,4.0,0.115,
209,282.0,282.0,future,comin out strong,3.0,2,0.29,0.628,254370.0,0.48100000000000004,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,0.11800000000000001,-7.775,1.0,87.0,0.475,108.76100000000001,5.0,0.33,
210,283.0,283.0,future,draco,8.0,3,0.000668,0.804,225135.0,0.456,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,8.0,0.31,-7.44,1.0,87.0,0.0468,130.014,4.0,0.165,
211,284.0,284.0,future,extra luv,1.0,0,0.188,0.831,246173.0,0.573,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.000883,4.0,0.109,-6.4079999999999995,0.0,87.0,0.221,100.015,4.0,0.22899999999999998,
212,285.0,285.0,future,feed me dope,1.0,1,0.0118,0.853,166693.0,0.688,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,8.0,0.151,-6.5089999999999995,0.0,87.0,0.29600000000000004,150.012,4.0,0.565,
222,295.0,295.0,future,zoom,1.0,3,0.0145,0.852,278429.0,0.43799999999999994,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,9.0,0.263,-7.672999999999999,1.0,87.0,0.426,150.945,4.0,0.627,
213,286.0,286.0,future,mask off,31.0,2,0.0102,0.833,204600.0,0.434,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0219,2.0,0.165,-8.795,1.0,87.0,0.431,150.062,4.0,0.281,
215,288.0,288.0,future,patek water,4.0,0,0.27399999999999997,0.86,189480.0,0.561,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,6.0,0.10800000000000001,-5.757000000000001,0.0,87.0,0.185,152.984,4.0,0.354,
216,289.0,289.0,future,rent money,1.0,1,0.0331,0.6940000000000001,265366.0,0.493,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",2.04e-06,1.0,0.431,-8.581,1.0,87.0,0.373,166.457,4.0,0.313,
217,290.0,290.0,future,selfish,10.0,2,0.0303,0.415,251423.0,0.369,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",7.64e-06,8.0,0.38299999999999995,-10.044,1.0,87.0,0.0741,95.74600000000001,4.0,0.0913,
218,291.0,291.0,future,super trapper,1.0,3,0.423,0.816,230129.0,0.414,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,0.125,-7.952999999999999,1.0,87.0,0.11900000000000001,150.00799999999998,4.0,0.19699999999999998,
219,292.0,292.0,future,three,1.0,0,0.008409999999999999,0.725,159400.0,0.6920000000000001,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,5.0,0.0912,-5.742000000000001,0.0,87.0,0.257,169.025,4.0,0.298,
220,293.0,293.0,future,used to this,6.0,1,0.0312,0.618,180520.0,0.727,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,3.0,0.196,-7.224,0.0,87.0,0.20800000000000002,164.99200000000002,4.0,0.401,
214,287.0,287.0,future,no cap,1.0,3,0.00108,0.8,144142.0,0.523,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,0.35200000000000004,-6.577999999999999,1.0,87.0,0.107,147.05700000000002,4.0,0.379,
650,,,g-eazy,good life (with g-eazy & kehlani),,0,0.00464,0.565,225526.0,0.7709999999999999,"['hip hop', 'indie pop rap', 'pop', 'pop rap', 'rap']",0.0,1.0,0.0568,-5.22,1.0,83.0,0.213,168.385,4.0,0.573,
651,,,g-eazy,him & i (with halsey),,1,0.0534,0.589,268867.0,0.731,"['hip hop', 'indie pop rap', 'pop', 'pop rap', 'rap']",0.0,2.0,0.308,-6.343,1.0,83.0,0.0868,87.90799999999999,4.0,0.191,
224,299.0,299.0,g-eazy,some kind of drug,3.0,3,0.0705,0.586,222467.0,0.525,"['hip hop', 'indie pop rap', 'pop', 'pop rap', 'rap']",0.0,0.0,0.0729,-8.968,1.0,83.0,0.498,126.51,4.0,0.491,
225,300.0,300.0,g-eazy,the plan,1.0,0,0.00278,0.826,250293.0,0.597,"['hip hop', 'indie pop rap', 'pop', 'pop rap', 'rap']",0.0,1.0,0.156,-7.807,1.0,83.0,0.43200000000000005,118.044,4.0,0.35,
223,298.0,298.0,g-eazy,no limit,28.0,2,0.0117,0.838,245387.0,0.7709999999999999,"['hip hop', 'indie pop rap', 'pop', 'pop rap', 'rap']",0.0,1.0,0.0853,-3.7910000000000004,1.0,83.0,0.244,175.957,4.0,0.405,
226,302.0,302.0,goldlink,crew,21.0,1,0.133,0.728,176702.0,0.607,"['hip hop', 'indie r&b', 'pop rap', 'rap', 'underground hip hop']",0.0,1.0,0.0864,-8.417,0.0,70.0,0.132,129.938,4.0,0.445,
652,,,gorillaz,humility (feat. george benson),,2,0.14400000000000002,0.632,197933.0,0.807,"['alternative hip hop', 'art pop']",0.0211,0.0,0.125,-5.893,1.0,80.0,0.126,160.174,4.0,0.784,
227,304.0,304.0,granger smith,if the boot fits,1.0,0,0.0252,0.528,170093.0,0.9279999999999999,"['contemporary country', 'country', 'country road', 'modern country rock', 'outlaw country', 'redneck', 'texas country']",2.88e-06,3.0,0.0467,-5.742999999999999,1.0,61.0,0.0456,162.069,4.0,0.885,
228,308.0,308.0,gucci mane,make love,1.0,0,0.00528,0.972,300160.0,0.563,"['dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.00257,11.0,0.111,-6.983,1.0,82.0,0.156,129.984,4.0,0.217,
653,,,gucci mane,met gala (feat. offset),,1,0.052000000000000005,0.8170000000000001,209143.0,0.5870000000000001,"['dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.00165,2.0,0.185,-6.502000000000001,1.0,82.0,0.10800000000000001,140.062,4.0,0.35200000000000004,
654,,,gucci mane,stunting ain't nuthin (feat. slim jxmmi & young dolph),,2,0.177,0.86,316053.0,0.71,"['dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,7.0,0.0865,-5.705,1.0,82.0,0.285,122.993,4.0,0.764,
655,,,gucci mane,i get the bag (feat. migos),,3,0.0232,0.89,233087.0,0.633,"['dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.000343,11.0,0.0993,-5.475,1.0,82.0,0.168,139.94799999999998,4.0,0.425,
656,,,gucci mane,curve (feat. the weeknd),,2,0.294,0.76,161990.0,0.47600000000000003,"['dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,8.0,0.1,-8.103,1.0,82.0,0.24100000000000002,147.01,4.0,0.354,
657,,,gucci mane,both (feat. drake),,1,0.11900000000000001,0.85,190312.0,0.405,"['dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.000118,7.0,0.0707,-7.5089999999999995,0.0,82.0,0.225,139.976,4.0,0.344,
229,311.0,311.0,h.e.r.,focus,1.0,3,0.255,0.415,200133.0,0.313,"['indie r&b', 'pop', 'r&b']",1.4000000000000001e-05,1.0,0.11699999999999999,-12.945,0.0,73.0,0.0561,84.95299999999999,4.0,0.0875,
230,313.0,313.0,hailee steinfeld,most girls,16.0,1,0.0485,0.76,204400.0,0.588,"['dance pop', 'pop', 'post-teen pop']",0.0,9.0,0.0847,-7.082000000000001,1.0,78.0,0.0775,102.97399999999999,4.0,0.384,
231,314.0,314.0,hailee steinfeld,starving,3.0,2,0.39,0.7120000000000001,181880.0,0.62,"['dance pop', 'pop', 'post-teen pop']",0.0,4.0,0.0994,-4.187,1.0,78.0,0.0888,99.95299999999999,4.0,0.494,
658,,,hailee steinfeld,"let me go (with alesso, florida georgia line & watt)",,0,0.0337,0.6629999999999999,174800.0,0.708,"['dance pop', 'pop', 'post-teen pop']",0.0,8.0,0.0841,-4.154,1.0,78.0,0.0473,103.073,4.0,0.742,
659,,,halsey,alone (feat. big sean & stefflon don),,3,0.0164,0.445,207458.0,0.662,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",0.0,2.0,0.21899999999999997,-4.802,0.0,81.0,0.18100000000000002,200.04,4.0,0.479,
233,317.0,317.0,halsey,now or never,20.0,1,0.105,0.6579999999999999,214802.0,0.588,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",1.28e-06,6.0,0.125,-4.902,0.0,81.0,0.0367,110.075,4.0,0.434,
234,318.0,318.0,halsey,strangers,1.0,2,0.0124,0.695,221206.0,0.7879999999999999,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",2.2e-05,11.0,0.205,-4.79,1.0,81.0,0.0592,109.985,4.0,0.278,
232,316.0,316.0,halsey,bad at love,32.0,0,0.06,0.675,181279.0,0.736,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",0.0,0.0,0.0879,-3.6039999999999996,1.0,81.0,0.0302,118.369,4.0,0.607,
235,319.0,319.0,harry styles,sign of the times,13.0,3,0.0275,0.516,340707.0,0.595,"['pop', 'post-teen pop']",0.0,5.0,0.109,-4.63,1.0,73.0,0.0313,119.97200000000001,4.0,0.222,
236,320.0,320.0,harry styles,sweet creature,1.0,0,0.746,0.42700000000000005,224867.0,0.262,"['pop', 'post-teen pop']",0.0,7.0,0.068,-8.541,1.0,73.0,0.0276,104.085,4.0,0.228,
237,321.0,321.0,hey violet,guys my age,4.0,1,0.12,0.688,213695.0,0.687,"['dance pop', 'electropop', 'indie poptimism', 'pixie', 'pop', 'post-teen pop', 'teen pop']",0.0,8.0,0.0792,-5.332000000000001,0.0,57.0,0.0356,122.04299999999999,4.0,0.26899999999999996,
238,322.0,322.0,high valley,she's with me,8.0,2,0.0285,0.599,180302.0,0.9309999999999999,"['canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",0.0,11.0,0.102,-3.662,1.0,54.0,0.0517,111.012,4.0,0.7879999999999999,
239,324.0,324.0,imagine dragons,believer,51.0,0,0.0492,0.784,204347.0,0.78,"['modern rock', 'vegas indie']",0.0,10.0,0.11800000000000001,-4.275,0.0,86.0,0.102,124.95299999999999,4.0,0.722,
240,325.0,325.0,imagine dragons,thunder,51.0,1,0.00763,0.601,187147.0,0.809,"['modern rock', 'vegas indie']",0.0757,0.0,0.145,-4.814,1.0,86.0,0.0441,167.96,4.0,0.249,
241,326.0,326.0,imagine dragons,whatever it takes,23.0,2,0.0409,0.675,201240.0,0.674,"['modern rock', 'vegas indie']",0.0,1.0,0.128,-4.984,1.0,86.0,0.0305,134.941,4.0,0.569,
242,327.0,327.0,j balvin,mi gente,29.0,3,0.0164,0.535,189440.0,0.6779999999999999,"['latin', 'reggaeton']",1.31e-05,11.0,0.128,-4.906000000000001,0.0,91.0,0.0998,102.681,4.0,0.287,
663,,,j. cole,the cut off (feat. kill edward),,3,0.185,0.74,237295.0,0.5429999999999999,"['pop', 'pop rap', 'rap']",0.0,1.0,0.37200000000000005,-7.979,1.0,84.0,0.39899999999999997,78.19800000000001,4.0,0.337,
662,,,j. cole,window pain - outro,,0,0.0607,0.72,286730.0,0.626,"['pop', 'pop rap', 'rap']",0.0,8.0,0.0728,-9.351,1.0,84.0,0.397,75.032,4.0,0.182,
661,,,j. cole,once an addict - interlude,,1,0.626,0.5479999999999999,197822.0,0.47200000000000003,"['pop', 'pop rap', 'rap']",0.0,8.0,0.11900000000000001,-8.343,1.0,84.0,0.47700000000000004,82.36,4.0,0.138,
660,,,j. cole,kevin’s heart,,3,0.48200000000000004,0.8290000000000001,200310.0,0.527,"['pop', 'pop rap', 'rap']",0.0,6.0,0.631,-6.644,0.0,84.0,0.36700000000000005,116.07799999999999,4.0,0.473,
243,329.0,329.0,j. cole,atm,5.0,1,0.115,0.7190000000000001,216727.0,0.49700000000000005,"['pop', 'pop rap', 'rap']",0.0,8.0,0.0898,-7.6610000000000005,1.0,84.0,0.6809999999999999,81.65100000000001,4.0,0.345,
244,330.0,330.0,j. cole,brackets,1.0,2,0.19,0.675,315771.0,0.5670000000000001,"['pop', 'pop rap', 'rap']",1.77e-06,10.0,0.175,-9.147,0.0,84.0,0.263,84.039,4.0,0.6579999999999999,
245,331.0,331.0,j. cole,deja vu,13.0,3,0.361,0.653,264747.0,0.409,"['pop', 'pop rap', 'rap']",0.00011999999999999999,9.0,0.18899999999999997,-11.446,1.0,84.0,0.42100000000000004,174.324,4.0,0.187,
246,334.0,334.0,j. cole,kod,11.0,2,0.21,0.831,191437.0,0.782,"['pop', 'pop rap', 'rap']",0.0,0.0,0.113,-6.274,1.0,84.0,0.15,141.869,4.0,0.19899999999999998,
666,,,j. cole,1985 - intro to “the fall off”,,1,0.147,0.6779999999999999,190177.0,0.648,"['pop', 'pop rap', 'rap']",0.0,2.0,0.182,-5.892,1.0,84.0,0.445,94.336,4.0,0.635,
664,,,j. cole,friends (feat. kill edward),,0,0.102,0.716,257646.0,0.652,"['pop', 'pop rap', 'rap']",0.0,6.0,0.11,-7.909,0.0,84.0,0.39799999999999996,109.295,5.0,0.494,
665,,,j. cole,1985 - intro to “the fall off”,,0,0.147,0.6779999999999999,190177.0,0.648,"['pop', 'pop rap', 'rap']",0.0,2.0,0.182,-5.892,1.0,84.0,0.445,94.336,4.0,0.635,
248,338.0,338.0,j. cole,photograph,2.0,2,0.0299,0.825,218954.0,0.48700000000000004,"['pop', 'pop rap', 'rap']",0.0,1.0,0.0868,-6.416,1.0,84.0,0.233,105.05,3.0,0.37200000000000005,
247,336.0,336.0,j. cole,motiv8,2.0,0,0.135,0.8690000000000001,133922.0,0.385,"['pop', 'pop rap', 'rap']",0.0,4.0,0.0931,-7.801,1.0,84.0,0.297,149.89700000000002,4.0,0.596,
249,350.0,350.0,jacquees,b.e.d.,13.0,0,0.00386,0.74,236147.0,0.5379999999999999,"['dance pop', 'deep pop r&b', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",0.0,1.0,0.0963,-6.496,1.0,68.0,0.0578,122.024,4.0,0.177,
250,352.0,352.0,jake owen,i was jack (you were diane),6.0,0,0.0875,0.612,188013.0,0.878,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,6.0,0.0505,-3.556,1.0,67.0,0.0452,94.014,4.0,0.599,
251,353.0,353.0,jake paul,it's everyday bro,2.0,1,0.0014199999999999998,0.79,217678.0,0.7140000000000001,[],0.0,1.0,0.111,-7.86,0.0,58.0,0.20199999999999999,150.033,5.0,0.5589999999999999,
252,354.0,354.0,jake paul,jerika,1.0,2,0.158,0.5479999999999999,248469.0,0.693,[],0.0,4.0,0.168,-6.457999999999999,0.0,58.0,0.0825,133.91899999999998,4.0,0.159,
253,355.0,355.0,james arthur,say you won't let go,38.0,3,0.695,0.358,211467.0,0.557,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show']",0.0,10.0,0.0902,-7.398,1.0,78.0,0.059000000000000004,85.04299999999999,4.0,0.494,
667,,,janelle monáe,make me feel,,0,0.132,0.8590000000000001,194230.0,0.413,"['electropop', 'escape room', 'indie r&b', 'neo soul', 'pop']",0.0,1.0,0.33399999999999996,-7.399,1.0,70.0,0.182,115.035,4.0,0.6970000000000001,
254,357.0,357.0,jason aldean,any ol' barstool,17.0,1,0.312,0.536,203293.0,0.722,"['contemporary country', 'country', 'country road']",0.0,4.0,0.11699999999999999,-4.163,1.0,75.0,0.0284,143.78,4.0,0.499,
255,359.0,359.0,jason aldean,they don't know,12.0,3,0.0207,0.434,195307.0,0.9209999999999999,"['contemporary country', 'country', 'country road']",0.00209,10.0,0.11599999999999999,-2.248,0.0,75.0,0.0688,171.945,4.0,0.426,
256,360.0,360.0,jason aldean,you make it easy,20.0,0,0.14300000000000002,0.375,196800.0,0.574,"['contemporary country', 'country', 'country road']",0.0,7.0,0.11,-5.305,1.0,75.0,0.0315,132.025,3.0,0.406,
668,,,jason aldean,drowns the whiskey (feat. miranda lambert),,2,0.294,0.552,202067.0,0.698,"['contemporary country', 'country', 'country road']",0.000103,8.0,0.0905,-4.817,1.0,75.0,0.0306,90.006,4.0,0.6,
669,,,jason derulo,swalla (feat. nicki minaj & ty dolla $ign),,1,0.075,0.696,216409.0,0.8170000000000001,"['dance pop', 'pinoy hip hop', 'pop', 'pop rap', 'post-teen pop', 'r&b']",0.0,1.0,0.187,-3.862,1.0,82.0,0.109,98.064,4.0,0.782,
670,,,jay rock,"king's dead (with kendrick lamar, future & james blake)",,2,0.000874,0.563,229670.0,0.7170000000000001,"['gangster rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,0.183,-5.186,1.0,76.0,0.337,82.064,4.0,0.42700000000000005,
257,363.0,363.0,jennifer lopez,dinero,1.0,3,0.41,0.721,213750.0,0.8809999999999999,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",7.61e-06,8.0,0.292,-2.528,1.0,77.0,0.342,127.759,4.0,0.643,
258,364.0,364.0,jhene aiko,sativa,16.0,0,0.335,0.743,276960.0,0.624,"['dance pop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",0.0,6.0,0.469,-7.403,0.0,75.0,0.0484,126.056,4.0,0.713,
